name,smiles,broad_id
CL-218872,"Cc1nnc2ccc(nn12)-c1cccc(c1)C(F)(F)F, Cc1nnc2ccc(nn12)-c1cccc(c1)C(F)(F)F",BRD-K00662280-001-09-4
hyoscyamine,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1, CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1",BRD-K40530731-001-11-6
piperine,"O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1, O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1, O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1",BRD-K59522102-001-14-6
PF-04457845,FC(F)(F)c1ccc(Oc2cccc(C=C3CCN(CC3)C(=O)Nc3cccnn3)c2)nc1,BRD-K86816506-001-01-8
tagatose,"OCC(O)C(O)C(O)C(=O)CO, OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO, OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O, OCC(O)C(O)C(O)C(=O)CO, OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO",BRD-A73556557-001-06-4
acesulfame-potassium,"CC1=CC(=O)NS(=O)(=O)O1, CC1=CC(=O)NS(=O)(=O)O1, CC1=CC(=O)NS(=O)(=O)O1",BRD-K50850824-237-04-8
OTS167,CN(C)C[C@H]1CC[C@@H](CC1)Nc1c(cnc2ccc(nc12)-c1cc(Cl)c(O)c(Cl)c1)C(C)=O,BRD-K53417444-003-03-1
SB-590885,"CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N/O)c1)-c1ccncc1, CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N/O)c1)-c1ccncc1, CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N/O)c1)-c1ccncc1",BRD-K78809024-001-05-7
SB-505124,Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2OCOc2c1)C(C)(C)C,BRD-K40109029-001-02-9
Ro-9187,Nc1ccn([C@@H]2O[C@@](CO)(N=[N+]=[N-])[C@@H](O)[C@@H]2O)c(=O)n1,BRD-K57284066-001-01-6
ML133,COc1ccc(CNCc2cccc3ccccc23)cc1,BRD-K33743361-003-02-6
Ro-106-9920,"O=S(c1ccccc1)c1ccc2nnnn2n1, O=S(c1ccccc1)c1ccc2nnnn2n1",BRD-A53134341-001-03-2
VER-49009,CCNC(=O)c1[nH]nc(c1-c1ccc(OC)cc1)-c1cc(Cl)c(O)cc1O,BRD-K38548312-001-01-0
JZL-184,"OC(C1CCN(CC1)C(=O)Oc1ccc(cc1)[N+]([O-])=O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1, OC(C1CCN(CC1)C(=O)Oc1ccc(cc1)[N+]([O-])=O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1",BRD-K45446451-001-05-0
SB-216641,COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1OCCN(C)C,BRD-K30867024-003-03-3
tenovin-6,"CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1, CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1",BRD-K13949769-001-01-7
LDN-212854,"C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12, C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12",BRD-K59831625-001-01-6
P5091,CC(=O)c1cc(c(Sc2cccc(Cl)c2Cl)s1)[N+]([O-])=O,BRD-K13606314-001-01-3
CCT137690,"CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1, CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1, CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1",BRD-K03289018-001-02-7
RS-504393,Cc1oc(nc1CCN1CCC2(CC1)OC(=O)Nc1ccc(C)cc21)-c1ccccc1,BRD-K87510569-001-02-8
MGCD-265,Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,BRD-K56277358-001-07-5
blebbistatin-(-),Cc1ccc2N=C3N(CC[C@@]3(O)C(=O)c2c1)c1ccccc1,BRD-K61295575-001-03-6
repsox,"Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1, Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1",BRD-K80480517-001-02-4
PHA-767491,"O=C1NCCc2[nH]c(cc12)-c1ccncc1, O=C1NCCc2[nH]c(cc12)-c1ccncc1",BRD-K50000283-001-04-4
PP-121,"C1CCC(C1)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc12, C1CCC(C1)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc12",BRD-K81801188-001-02-8
EVP4593,"Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1, Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1, Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1",BRD-K68395654-001-03-1
4-chlorophenylguanidine,NC(=N)Nc1ccc(Cl)cc1,BRD-K39160765-003-02-9
LB42708,"Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1, Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1, Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1",BRD-K18834913-001-01-1
anisomycin,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,BRD-K91370081-001-25-1
TG-100713,Nc1nc(N)c2nc(cnc2n1)-c1cccc(O)c1,BRD-K46392623-001-02-5
ETP-46464,CC(C)(C#N)c1ccc(cc1)N1C(=O)OCc2cnc3ccc(cc3c12)-c1cnc2ccccc2c1,BRD-K24556407-001-02-3
VU0364770,Clc1cccc(NC(=O)c2ccccn2)c1,BRD-K66527818-001-02-6
PI-103,"Oc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1, Oc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1",BRD-K67868012-001-07-6
nocodazole,"COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1, COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1, COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1, COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1",BRD-K12539581-001-23-7
GTP-14564,"c1ccc(cc1)-c1n[nH]c2c1oc1ccccc21, c1ccc(cc1)-c1n[nH]c2c1oc1ccccc21",BRD-K16664969-001-03-3
torin-1,"CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1, CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1",BRD-K40175214-001-11-6
tyrphostin-AG-1296,"COc1cc2ncc(nc2cc1OC)-c1ccccc1, COc1cc2ncc(nc2cc1OC)-c1ccccc1",BRD-K76064317-001-07-3
PJ-34,"CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1, CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1, CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1",BRD-K11853856-001-01-7
tyrphostin-A9,CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,BRD-K40255344-001-17-6
IKK-16,"O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1, O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1, O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1",BRD-K14618467-001-04-6
MEK1-2-inhibitor,"N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F, N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F",BRD-K12244279-001-05-8
8-hydroxy-PIPAT,CCCN(C\C=C\I)C1CCc2cccc(O)c2C1,BRD-A60594020-034-01-1
M-344,"CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO, CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO, CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO",BRD-K45528773-001-07-2
RS-17053,"CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1, CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1",BRD-K76840893-003-02-5
WP1130,"CCC[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1, CCC[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1",BRD-K43644456-001-04-0
CD-437,"OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2, OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2",BRD-K28907958-001-04-3
SB-431542,"NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1, NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1, NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1",BRD-K67298865-001-09-0
PTC-209,"COc1cc(Br)c(Nc2nc(cs2)-c2c(C)nc3ncccn23)c(Br)c1, COc1cc(Br)c(Nc2nc(cs2)-c2c(C)nc3ncccn23)c(Br)c1, COc1cc(Br)c(Nc2nc(cs2)-c2c(C)nc3ncccn23)c(Br)c1",BRD-K83834509-001-01-1
LY364947,"c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1, c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1, c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1",BRD-K06234293-001-04-2
JK-184,"CCOc1ccc(Nc2nc(cs2)-c2c(C)nc3ccccn23)cc1, CCOc1ccc(Nc2nc(cs2)-c2c(C)nc3ccccn23)cc1, CCOc1ccc(Nc2nc(cs2)-c2c(C)nc3ccccn23)cc1",BRD-K38860038-001-01-2
PPT,"CCCc1c(nn(c1-c1ccc(O)cc1)-c1ccc(O)cc1)-c1ccc(O)cc1, CCCc1c(nn(c1-c1ccc(O)cc1)-c1ccc(O)cc1)-c1ccc(O)cc1",BRD-K00312224-001-09-5
CGP-52411,"O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12, O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12",BRD-K13087974-001-02-5
PQ-401,"COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12, COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12, COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12",BRD-K67537649-001-04-5
GW-788388,"O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1, O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1",BRD-K78086729-001-02-7
torin-2,"Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1, Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1",BRD-K68174511-001-06-6
PP-1,"Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)C, Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)C",BRD-K47598052-001-15-8
"L-798,106","COc1ccc(Br)cc1S(=O)(=O)NC(=O)\C=C\c1ccccc1Cc1ccc2ccccc2c1, COc1ccc(Br)cc1S(=O)(=O)NC(=O)\C=C\c1ccccc1Cc1ccc2ccccc2c1",BRD-K43905307-001-01-2
AZ20,"C[C@@H]1COCCN1c1cc(nc(n1)-c1cccc2[nH]ccc12)C1(CC1)S(C)(=O)=O, C[C@@H]1COCCN1c1cc(nc(n1)-c1cccc2[nH]ccc12)C1(CC1)S(C)(=O)=O",BRD-K42436189-001-01-2
WYE-125132,CNC(=O)Nc1ccc(cc1)-c1nc(N2CC3CCC(C2)O3)c2cnn(C3CCC4(CC3)OCCO4)c2n1,BRD-A45498368-001-07-1
BAM7,CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1,BRD-K07442505-001-03-6
desoxycortone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,BRD-K98521173-001-19-4
cyclocytidine,"OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O, OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O",BRD-K67536197-003-11-4
STF-118804,"Cc1oc(nc1CS(=O)(=O)c1ccc(C)cc1)-c1ccc(cc1)C(=O)NCc1cccnc1, Cc1oc(nc1CS(=O)(=O)c1ccc(C)cc1)-c1ccc(cc1)C(=O)NCc1cccnc1",BRD-K39171998-001-01-1
securinine,O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31,BRD-K49071277-001-04-7
NMS-873,"Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(cc1)S(C)(=O)=O, Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(cc1)S(C)(=O)=O",BRD-K26253904-001-01-5
SC-144,"Fc1ccc2c(c1)nc(NNC(=O)c1cnccn1)c1cccn21, Fc1ccc2c(c1)nc(NNC(=O)c1cnccn1)c1cccn21, Fc1ccc2c(c1)nc(NNC(=O)c1cnccn1)c1cccn21",BRD-K55305701-001-01-2
KY02111,"COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC, COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC",BRD-K13302470-001-02-7
BNTX,"Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)\C(C[C@@]35O)=C\c1ccccc1, Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)\C(C[C@@]35O)=C\c1ccccc1, Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)\C(C[C@@]35O)=C\c1ccccc1",BRD-A55484088-050-02-5
WHI-P154,"COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC, COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC, COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC",BRD-K07487750-001-03-3
Ro-04-5595,"COc1cc2CCN(C)C(CCc3ccc(Cl)cc3)c2cc1O, COc1cc2CCN(C)C(CCc3ccc(Cl)cc3)c2cc1O",BRD-A63546914-003-02-0
PSB-1115,"CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1ccc(cc1)S(O)(=O)=O, CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1ccc(cc1)S(O)(=O)=O",BRD-K49027941-001-01-1
CHIR-99021,"Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl, Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl",BRD-K16189898-003-03-3
RI-1,ClC1=C(N2CCOCC2)C(=O)N(C1=O)c1ccc(Cl)c(Cl)c1,BRD-K79555887-001-01-0
SMI-4a,FC(F)(F)c1cccc(c1)\C=C1\SC(=O)NC1=O,BRD-K70159787-001-01-1
VS-4718,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(cc2OC)N2CCOCC2)ncc1C(F)(F)F,BRD-K09877029-001-01-2
BMS-345541,"Cc1cnc2c(NCCN)nc3ccc(C)cc3n12, Cc1cnc2c(NCCN)nc3ccc(C)cc3n12",BRD-K13566078-001-02-3
PF-4981517,Cc1ccc(cc1)-c1c(cnn1C)-c1nn(C)c2ncnc(N3CC[C@@H](C3)N3CCCCC3)c12,BRD-K78318619-001-02-7
BAY-11-7082,"Cc1ccc(cc1)S(=O)(=O)\C=C\C#N, Cc1ccc(cc1)S(=O)(=O)\C=C\C#N, Cc1ccc(cc1)S(=O)(=O)\C=C\C#N",BRD-K15025317-001-15-1
AS-1949490,"C[C@H](NC(=O)c1sccc1OCc1ccc(Cl)cc1)c1ccccc1, C[C@H](NC(=O)c1sccc1OCc1ccc(Cl)cc1)c1ccccc1",BRD-K61936403-001-01-7
ethacridine-lactate-monohydrate,"CCOc1ccc2nc3cc(N)ccc3c(N)c2c1, CCOc1ccc2nc3cc(N)ccc3c(N)c2c1, CCOc1ccc2nc3cc(N)ccc3c(N)c2c1",BRD-K24715592-406-02-1
3'-fluorobenzylspiperone,"Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1, Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1",BRD-K45662124-050-01-5
10-hydroxycamptothecin,"CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O, CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O",BRD-K63784565-001-06-2
NVP-TAE226,"CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2OC)N2CCOCC2)ncc1Cl, CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2OC)N2CCOCC2)ncc1Cl",BRD-K21025364-001-05-6
MG-132,"CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O, CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O, CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O",BRD-K60230970-001-17-5
RS-16566,CC(C)n1cnc2c(cc(Cl)cc12)C(=O)N[C@H]1CN2CCC1CC2,BRD-K80725821-300-02-9
cilostamide,"CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1, CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1",BRD-K28578425-001-07-0
CCG-50014,"Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O, Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O, Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O",BRD-K08893438-001-04-9
morin,"Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O, Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O",BRD-K11590034-002-03-4
GDC-0879,"OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1, OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1, OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1",BRD-K67578145-001-09-7
SB-218795,"COC(=O)[C@H](NC(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccccc1, COC(=O)[C@H](NC(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccccc1",BRD-K61097567-001-08-5
PP-2,"CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12, CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12, CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12",BRD-K95785537-001-23-1
1-naphthyl-PP1,"CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc12, CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc12",BRD-K29542628-001-03-9
homoquinolinic-acid,OC(=O)Cc1cccnc1C(O)=O,BRD-K30519779-001-03-1
atenolol-(-),"CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1, CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1",BRD-K44993696-001-12-3
kynurenic-acid,"OC(=O)c1cc(O)c2ccccc2n1, OC(=O)c1cc(O)c2ccccc2n1",BRD-K85872723-001-15-9
"MNS-(3,4-Methylenedioxy-nitrostyrene)","[O-][N+](=O)\C=C\c1ccc2OCOc2c1, [O-][N+](=O)\C=C\c1ccc2OCOc2c1",BRD-K42205652-001-02-7
SAR131675,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(nc12)C#C[C@@](C)(O)COC,BRD-K38904395-001-02-3
HA14-1,"CCOC(=O)[C@@H](C#N)[C@@H]1c2cc(Br)ccc2OC(N)=C1C(=O)OCC, CCOC(=O)[C@@H](C#N)[C@@H]1c2cc(Br)ccc2OC(N)=C1C(=O)OCC",BRD-K18163608-001-05-6
SB-657510,"COc1cc(Br)c(cc1OC)S(=O)(=O)Nc1ccc(Cl)c(O[C@@H]2CCN(C)C2)c1, COc1cc(Br)c(cc1OC)S(=O)(=O)Nc1ccc(Cl)c(O[C@@H]2CCN(C)C2)c1",BRD-K95292280-001-01-3
MPI-0479605,"Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1, Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1, Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1, Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1",BRD-K45551181-001-02-1
SID-7969543,"CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3OCCOc3c1)c2=O, CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3OCCOc3c1)c2=O",BRD-A43885598-001-08-1
NSC-3852,Oc1ccc([N+][O-])c2cccnc12,BRD-K13169950-001-14-4
NVP-TAE684,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1,BRD-K50140147-001-10-1
JNJ-16259685,"CO[C@H]1CC[C@H](CC1)C(=O)c1ccc2nc3OCCCc3cc2c1, CO[C@H]1CC[C@H](CC1)C(=O)c1ccc2nc3OCCCc3cc2c1",BRD-K25596805-001-01-8
K-858,CC(=O)NC1=NN(C(C)=O)C(C)(S1)c1ccccc1,BRD-A67748489-001-10-0
trichostatin-a,"C[C@H](\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C, C[C@H](\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C",BRD-K68202742-001-16-5
4-methylhistamine,Cc1nc[nH]c1CCN,BRD-K70821460-300-02-4
GSK1904529A,CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O,BRD-K04833372-001-06-2
PHA-665752,"Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1, Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1, Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1, Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1",BRD-K95435023-001-08-5
ZLN005,CC(C)(C)c1ccc(cc1)-c1nc2ccccc2[nH]1,BRD-K73073971-001-01-7
2'-MeCCPA,"C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc12, C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc12",BRD-K63932022-001-01-5
domiphen,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,BRD-K30431096-004-01-3
SCH-58261,"Nc1nc2n(CCc3ccccc3)ncc2c2nc(nn12)-c1ccco1, Nc1nc2n(CCc3ccccc3)ncc2c2nc(nn12)-c1ccco1",BRD-K81225797-001-02-3
GSK1838705A,"CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3N(CCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12, CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3N(CCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12, CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3N(CCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12",BRD-K06749501-001-02-1
Y-320,Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCC(CC2)N2CCOCC2)c(c1)C#N,BRD-K96259238-001-01-4
CHIR-124,Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1,BRD-K02241333-001-02-7
tetramethylthiuram-monosulfide,CN(C)C(=S)SC(=S)N(C)C,BRD-K36889451-001-01-1
nexturastat-a,CCCCN(Cc1ccc(cc1)C(=O)NO)C(=O)Nc1ccccc1,BRD-K70402238-001-02-8
A-674563,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1,BRD-K78177893-001-02-4
gamma-aminobutyric-acid,NCCCC(O)=O,BRD-K77245796-003-01-6
stemregenin-1,CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(nc12)-c1csc2ccccc12,BRD-K36739687-001-03-0
A61603,CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1,BRD-A83650191-004-02-8
PD-173074,"CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1, CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1, CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1",BRD-K97764662-001-17-3
WZ-3146,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)cc1,BRD-K73293050-001-03-1
JNJ-7706621,Nc1nc(Nc2ccc(cc2)S(N)(=O)=O)nn1C(=O)c1c(F)cccc1F,BRD-K11636097-001-03-1
